ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Age_Group,Credit_Score_Category
0,0,February,Lawrence Whitec,32,0,Mechanic,63197.26,5042.4383333333335,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",10,15,13.43,8,_,1435.94,34.170398547109016,,Yes,148.4745434381061,272.21397494218905,High_spent_Small_value_payments,343.5553149530382,Standard,Adult,Medium
0,0,January,Claren,35,0,Journalist,10007.815,757.9845833333335,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,8,19.16,5,Standard,2195.63,36.709187196458366,,Yes,55.95097309538253,35.92782529375492,Low_spent_Small_value_payments,273.91965994419587,Standard,Adult,Medium
0,0,January,Norihiko Shirouzun,27,0,Entrepreneur,121688.04,10006.67,7,3,5721,4,"Personal Loan, Mortgage Loan, Not Specified, and Payday Loan",18,13,0.66,2,Standard,54.68,38.01558168106143,,NM,288.66545469208666,139.3412611840495,High_spent_Large_value_payments,812.6602841238638,Standard,Adult,Medium
0,0,February,Bakerz,21,0,Accountant,31069.32,2361.11,2,3,12,2,"Auto Loan, and Student Loan",14,2,5.78,2,Good,343.6,32.998679547291765,,No,34.16860445031557,190.5748495613001,Low_spent_Small_value_payments,301.36754598838434,Good,Young,Good
0,0,January,Suvashree Deyw,38,0,Mechanic,72241.02,0.0,8,4,4,1,Payday Loan,30,14,0.67,4,Good,843.44,34.19870135615877,,NM,39.808328263564064,,Low_spent_Small_value_payments,536.4628937395449,Good,Middle-Aged,Good
0,0,January,Laurens,24,0,Teacher,7612.725,928.39375,8,5,16,6,"Mortgage Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",60,24,6.06,10,Bad,1514.74,25.617207549085432,,Yes,27.522822612958308,65.42688293795297,Low_spent_Small_value_payments,289.8896694490888,Standard,Young,Medium
0,0,January,Sinead Carewx,46,0,Manager,16953.985,1684.8320833333337,4,5,4,2,"Auto Loan, and Personal Loan",1,2,11.64,2,Good,554.48,27.45418512050632,,No,18.286009186522893,132.9254587980455,Low_spent_Small_value_payments,307.271740348765,Poor,Middle-Aged,Low
0,0,January,Zhdannikovi,21,0,Scientist,125508.36,10559.03,2,3,5,4,"Mortgage Loan, Student Loan, Debt Consolidation Loan, and Student Loan",7,8,3.57,3,Good,505.14,29.370995099919373,,No,305.30283503273625,905.9374723258394,Low_spent_Medium_value_payments,124.66269264142431,Poor,Young,Low
0,0,January,Anna Yukhananovm,16,0,Doctor,7495.305,533.60875,6,5,3487,4,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Student Loan",27,14,21.12,10,Standard,2354.21,35.66810712175406,,Yes,16.15751628900221,28.13243641198614,High_spent_Small_value_payments,269.07092229901167,Poor,Young,Low
0,0,January,Sarahr,14,0,Musician,35133.49,2883.790833333333,4,4,8,3,"Home Equity Loan, Mortgage Loan, and Student Loan",16,12,7.29,4,Standard,586.6,27.14167480446452,0.0,Yes,45.8929106371186,56.832540913104665,High_spent_Medium_value_payments,435.65363178311,Standard,Young,Medium
0,0,January,Annab,48,0,Mechanic,16866.5,0.0,4,4,19,1,Home Equity Loan,31,12,1.31,4,Standard,1385.89,35.01240653529195,,NM,8.540130456032621,164.70744924187255,Low_spent_Medium_value_payments,268.3065869687615,Standard,Middle-Aged,Medium
0,0,January,Alpere,33,0,Accountant,18969.19,1849.765833333333,1,7,8,0,0,13,11,3.36,2,Good,54.82,32.64698133957405,0.0,NM,0.0,200.32777237179508,Low_spent_Small_value_payments,274.64881096153823,Standard,Adult,Medium
0,0,January,Melanie Leer,55,0,Engineer,36154.19,3247.849166666667,5,3,3,-100,"Credit-Builder Loan, and Not Specified",9,0,10.39,2,_,651.85,30.61774942030592,,No,30.645027242347588,23.09988104387901,High_spent_Large_value_payments,511.0400083804402,Good,Senior,Good
0,0,January,Glenn Somervilleo,31,0,Entrepreneur,51113.85000000001,0.0,7,9,30,9,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, Payday Loan, Home Equity Loan, Auto Loan, and Student Loan",33,26,20.82,9,Bad,3164.78,26.079197786128308,,Yes,214.843877429086,228.658623452625,Low_spent_Large_value_payments,262.146249118289,Standard,Adult,Medium
0,0,February,Peterd,17,0,Developer,18784.88,0.0,8,3,26,7,"Payday Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",8,20,17.08,10,Standard,2076.13,29.19600957539944,,Yes,108.03367123147238,73.13431730454145,Low_spent_Medium_value_payments,235.97267813065284,Standard,Young,Medium
0,0,January,Lawdert,46,0,Accountant,49889.38,4359.448333333333,6,7,8,0,0,5,17,5.12,2,_,1450.37,29.54595997195957,,No,0.0,0.0,!@9#%8,502.48552388716337,Standard,Middle-Aged,Medium
0,0,January,Ilainaj,14,0,Mechanic,29233.34,2637.1116666666667,6,4,17,3,"Student Loan, Debt Consolidation Loan, and Payday Loan",9,11,8.9,5,_,96.31,25.93997597335012,,Yes,50.71445531569465,204.32682334677503,Low_spent_Large_value_payments,278.669888004197,Standard,Young,Medium
0,0,January,Andrea Shalal-Esag,40,0,Journalist,28922.03,2548.1691666666666,2,184,1,0,0,18,5,11.99,3,_,1329.59,26.9304504921695,,No,0.0,223.30623642843992,Low_spent_Small_value_payments,321.5106802382268,Standard,Middle-Aged,Medium
0,0,January,Dan Levined,39,0,Developer,20742.46,1801.5383333333327,5,4,8,5,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Student Loan",14,19,21.0,8,Standard,1319.87,36.759153371261135,,Yes,60.06611255618279,85.37550977974831,Low_spent_Small_value_payments,324.71221099740217,Standard,Middle-Aged,Medium
0,0,January,Basesn,35,0,Teacher,55719.18000000001,4689.265,8,7,18,5,"Auto Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Payday Loan",36,20,35.82,6,Bad,4090.5,33.56195891096409,,Yes,130.4684033358553,199.3915891642577,High_spent_Small_value_payments,399.066507499887,Poor,Adult,Low
0,0,January,Poornima Guptax,16,0,Mechanic,55558.71,4336.8925,10,5,32,0,"Not Specified, Payday Loan, Mortgage Loan, Not Specified, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",21,18,12.59,9,Bad,4196.17,30.00077581132857,,Yes,210.1897086921503,226.64430768527973,High_spent_Small_value_payments,256.8552336225699,Standard,Young,Medium
0,0,January,Andreasf,24,0,Engineer,33447.42,2859.285,8,5,13,3,"Credit-Builder Loan, Mortgage Loan, and Auto Loan",6,9,18.88,4,Standard,1571.52,25.06587590996833,0.0,Yes,60.51356730337264,,High_spent_Large_value_payments,434.25457952235087,Poor,Young,Low
0,0,January,orv,26,0,Accountant,34841.87,3025.4891666666667,1,7,1,2,"Payday Loan, and Auto Loan",1,2,2.24,3,Good,142.05,23.6304402356247,,No,33.366098109451734,236.45386898445548,Low_spent_Large_value_payments,302.72894957275946,Standard,Adult,Medium
0,0,January,Ben Hirschlerq,35,0,Engineer,17655.43,0.0,8,10,34,6,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Student Loan",59,27,24.49,10,Bad,2725.14,30.28596130757901,,Yes,82.65421880756931,,!@9#%8,275.06422536788284,Poor,Adult,Low
0,0,January,Damounid,30,0,Architect,7103.035,725.9195833333333,6,5,28,6,"Personal Loan, Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",57,11,11.95,7,_,2114.92,35.31531517035004,,Yes,30.30549812001825,77.18090291767099,!@9#%8,255.1055572956441,Poor,Adult,Low
0,0,January,Katharina Bartn,39,0,Journalist,63101.14,5246.428333333333,3,4,3,0,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",2,7,9.19,0,Good,64.53,28.07939680550076,,NM,170.5429654596886,99.87584852091992,High_spent_Large_value_payments,494.2240193527248,Standard,Middle-Aged,Medium
0,0,January,Lopezl,15,0,Accountant,33453.08,0.0,744,10,23,2,"Not Specified, and Debt Consolidation Loan",16,8,9.3,8,_,1498.09,23.296807808461065,,Yes,30.759833670728675,202.75991224081744,Low_spent_Medium_value_payments,312.35592075512056,Poor,Young,Low
0,0,January,Lawrencef,42,0,Mechanic,83845.7,6958.141666666666,5,7,4,2,"Credit-Builder Loan, and Auto Loan",8,8,3.59,0,Good,49.6,41.23738066583621,,No,107.38113042889329,168.33069480725962,High_spent_Large_value_payments,660.1023414305138,Good,Middle-Aged,Good
0,0,January,Shalal-Esaf,36,0,Writer,108415.0,8848.583333333334,3,5,16,1,Not Specified,14,17,16.33,4,Standard,1075.84,33.68198915422255,,Yes,76.85756306196762,64.29208809570467,!@9#%8,983.7086821756614,Standard,Middle-Aged,Medium
0,0,January,Carewl,52,0,Doctor,32663.41,2879.9508333333333,1,5,3,4,"Personal Loan, Mortgage Loan, Not Specified, and Home Equity Loan",3,5,1.28,1,_,1067.3,32.18554015803672,,No,55.40536573947087,39.11311135470283,High_spent_Large_value_payments,433.4766062391597,Standard,Senior,Medium
0,0,January,Daniel Flynnu,45,0,Musician,132537.24,10831.77,3,2,12,1,Mortgage Loan,12,-1,0.69,1,Good,382.04,44.604220412589854,,No,60.51014977657447,210.35012541339623,High_spent_Large_value_payments,1052.316724810029,Good,Middle-Aged,Good
0,0,January,Yaog,30,0,Journalist,17850.56,1391.5466666666669,8,5,18,9,"Mortgage Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",25,20,13.11,11,Bad,3380.69,40.582176801224925,,Yes,127.22369163552014,22.453172912851752,High_spent_Large_value_payments,229.4778021182948,Poor,Adult,Low
0,0,January,ernardot,33,0,Teacher,15713.83,1313.4858333333334,7,8,23,2,"Home Equity Loan, and Credit-Builder Loan",46,11,12.39,6,Standard,2271.53,33.914483112431306,,Yes,20.30880921277818,85.34019887529081,Low_spent_Small_value_payments,315.6995752452643,Poor,Adult,Low
0,0,January,Nate Raymondd,30,0,Accountant,62050.89,5386.9075,8,7,22,7,"Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",18,22,14.95,9,Bad,4293.32,27.67344610629055,,Yes,286.9592209872785,0.0,Low_spent_Small_value_payments,0.0,Poor,Adult,Low
0,0,January,Huww,38,0,_______,12070.845,1088.90375,8,5,8,4,"Student Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",17,15,2.96,1,Standard,759.86,31.395431082339982,,Yes,31.349969595412013,39.9986105708461,Low_spent_Medium_value_payments,317.54179483374185,Standard,Middle-Aged,Medium
0,0,January,Huntt,21,0,Doctor,,3438.630833333333,4,2,3,1,Mortgage Loan,4,1,8.42,0,Good,526.62,27.34780113011149,,No,22.68327916735256,277.0183490043267,Low_spent_Medium_value_payments,324.16145516165415,Good,Young,Good
0,0,January,Ernest Schuyderl,47,0,Mechanic,48411.24,4306.27,8,3,3,4,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Mortgage Loan",17,10,4.04,1,Good,821.27,31.971702422058826,,No,82.22147115066043,167.27339098853926,High_spent_Medium_value_payments,431.1321378608004,Good,Middle-Aged,Good
0,0,January,James Pomfretu,23,0,Manager,47275.96,4238.663333333334,6,3,4,4,"Payday Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",16,0,9.43,2,Good,302.1,32.40579414086854,,No,121.9288771955476,75.56461376702056,High_spent_Medium_value_payments,476.3728423707653,Good,Young,Good
0,0,January,Levinec,42,0,Writer,30232.28,2342.3566666666666,5,3,4,4,"Mortgage Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",0,1867,4.94,2,Good,1483.59,25.744215696963085,,NM,98.46945407671916,0.0,High_spent_Medium_value_payments,308.1926029708968,Good,Middle-Aged,Good
0,0,January,Emilym,548,0,Architect,33314.96,2955.2466666666664,10,5,18,7,"Mortgage Loan, Student Loan, Auto Loan, Student Loan, Not Specified, Mortgage Loan, and Student Loan",33,26,16.82,6,Bad,3271.84,34.20617680741379,,Yes,98.19308987102188,184.66668560489933,Low_spent_Small_value_payments,302.66489119074544,Poor,Senior,Low
0,0,January,Reiji Muraio,44,0,Lawyer,7599.035,898.2529166666667,7,9,27,6,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",35,19,-3.52,7,Bad,2198.82,24.429289705218025,,Yes,29.395522028618306,98.81828232727824,Low_spent_Small_value_payments,251.6114873107701,Poor,Middle-Aged,Low
0,0,January,Blamontg,18,0,Writer,,0.0,5,7,6,0,"Auto Loan, Auto Loan, Student Loan, and Credit-Builder Loan",19,14,9.86,4,_,80.5,37.11345666145768,,Yes,259.8059368695418,727.9822228180221,Low_spent_Medium_value_payments,95.68184031243608,Standard,Young,Medium
0,0,January,Jonathanq,33,0,Musician,75881.16,6535.43,10,6,16,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan, and Student Loan",29,19,9.94,11,Bad,2321.23,32.08164606100106,,Yes,232.38471755649792,94.59513165788064,High_spent_Medium_value_payments,576.5631507856216,Poor,Adult,Low
0,0,February,Mark Shades,28,0,Mechanic,36490.98,2828.9150000000004,4,5,8,4,"Payday Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",21,0,9.75,7,Standard,581.05,24.63901021740161,,Yes,92.35158351990316,58.63332277639552,High_spent_Medium_value_payments,381.9065937037014,Standard,Adult,Medium
0,0,January,Fooa,18,0,Developer,30743.6,2557.9666666666667,5,4,5,1,Debt Consolidation Loan,24,16,14.76,4,_,401.53,37.066290910234,,Yes,20.42494218219954,38.01437646638768,High_spent_Large_value_payments,437.3573480180795,Standard,Young,Medium
0,0,January,Henryh,21,0,Entrepreneur,177150.4,14710.533333333333,2,6,6,0,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,12,1.47,4,Good,429.86,41.35399191089488,,NM,472.2784577044415,296.5042850480728,High_spent_Large_value_payments,942.270590580819,Good,Young,Good
0,0,January,Rucinskiw,26,0,Architect,110264.0,0.0,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",29,13,16.6,7,Standard,642.65,29.926441530423297,,Yes,364.2904002085903,121.57313996967731,High_spent_Large_value_payments,676.7031264883991,Standard,Adult,Medium
0,0,February,Leikau,14,0,Scientist,32128.24,2693.353333333333,6,4,12,0,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,34.9497076215936,,Yes,103.45621325048674,46.58224519949514,High_spent_Medium_value_payments,369.2968748833515,Standard,Young,Medium
0,0,January,Clareb,23,0,Entrepreneur,151722.56,12352.546666666669,5,5,2,2,"Auto Loan, and Student Loan",14,3,2.89,1,_,,36.89580297181306,,No,164.95207935104418,1359.39444147192,Low_spent_Small_value_payments,0.9081458437026412,Good,Young,Good
0,0,February,Araxiab,26,0,Manager,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",16,11,0.94,1,Standard,417.27,35.040450603507274,,NM,82.73317698517836,243.35790138523396,Low_spent_Large_value_payments,433.4141716295877,Standard,Adult,Medium
0,0,January,Rie Ishigurot,43,0,Lawyer,19310.62,1630.218333333333,9,6,34,-100,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,0,12.87,10,Standard,1306.08,35.56911984352368,,Yes,71.36509611248181,152.25416414991176,Low_spent_Large_value_payments,209.40257307093972,Standard,Middle-Aged,Medium
0,0,January,Euan Rochai,47,0,Entrepreneur,94511.79,7717.982500000001,5,3,9,0,0,1,9,7.29,0,Good,1315.6,29.427685353975253,,No,0.0,605.6547310736244,Low_spent_Large_value_payments,436.1435189263758,Good,Middle-Aged,Good
0,0,January,Matthiasr,49,0,Manager,96275.84,8101.986666666668,6,6,19,1,Not Specified,7,18,0.9400000000000004,1,Standard,999.36,41.189180611759184,,Yes,64.96133685120404,148.36071033563377,High_spent_Medium_value_payments,846.8766194798288,Standard,Middle-Aged,Medium
0,0,January,Julien Toyerb,36,0,Writer,57219.92,4511.326666666667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,23,19.25,9,Bad,4935.76,31.64836156452305,,Yes,159.295824218156,,Low_spent_Small_value_payments,327.10067066340235,Standard,Middle-Aged,Medium
0,0,January,McLeodc,30,0,Writer,80591.2,6453.9333333333325,4,4,32,0,"Student Loan, and Auto Loan",27,0,9.62,7,_,2024.84,25.86304545029601,,Yes,97.89725769153412,512.9191894924517,!@9#%8,314.5768861493476,Poor,Adult,Low
0,0,January,Barberm,30,0,_______,73434.92,5849.576666666668,1,5,5,4,"Payday Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",11,3,11.93,0,_,192.45,34.838593665444016,,No,214.4301783969348,137.15851960709472,High_spent_Small_value_payments,493.3689686626371,Standard,Adult,Medium
0,0,January,Investment Correspondentu,-500,0,Developer,,4735.07,8,7,28,8,"Home Equity Loan, Auto Loan, Personal Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",59,21,2.99,6,Bad,2560.45,38.33959106276043,,NM,300.23004063869445,0.0,Low_spent_Medium_value_payments,3.5128075871649003,Poor,,Low
0,0,January,Ridleyc,34,0,Musician,53071.47,4656.6225,8,5,5645,8,"Student Loan, Student Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",44,19,8.05,10,Bad,1740.38,36.26215985508929,0.0,NM,208.4834480479053,60.72245822211172,!@9#%8,446.45634372998296,Poor,Adult,Low
0,0,January,Paulr,42,0,Engineer,69692.16,6034.68,9,5,32,7,"Personal Loan, Personal Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Personal Loan",15,21,17.66,9,Bad,2128.87,26.799248887993517,0.0,Yes,395.8793931426952,121.8483595421238,High_spent_Medium_value_payments,335.740247315181,Poor,Middle-Aged,Low
0,0,January,da Costaa,33,0,Entrepreneur,15735.68,1043.3066666666666,3,6,7,0,"Personal Loan, and Student Loan",24,12,19.08,5,Standard,1574.91,32.42520936837722,,Yes,21.35618485394992,,Low_spent_Small_value_payments,309.8095381486628,Standard,Adult,Medium
0,0,January,Johnm,31,0,Engineer,20502.64,1588.553333333333,8,10,28,8,"Home Equity Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",19,16,25.18,11,Bad,4182.21,32.71470196886297,,Yes,87.46214102385784,68.07716809836327,High_spent_Small_value_payments,263.31602421111216,Standard,Adult,Medium
0,0,February,Vinocurw,0,0,Manager,55662.64,4900.553333333333,4,6,6,3,"Student Loan, Credit-Builder Loan, and Credit-Builder Loan",27,19,11.06,2,_,1078.02,36.84437480563418,,Yes,90.9499455688362,139.36558212244145,High_spent_Medium_value_payments,509.73980564205567,Standard,,Medium
0,0,January,Hudsonl,20,0,Scientist,19758.84,1901.57,7,5,32,8,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Not Specified",51,24,0.7599999999999998,9,Bad,1352.88,24.61385176356562,,Yes,71.6947398487303,39.603999793839456,High_spent_Small_value_payments,338.85826035743025,Poor,Young,Low
0,0,January,Chuckl,26,0,Lawyer,55000.62,4526.385,3,6,12,-100,0,18,16,0.88,0,Standard,815.35,25.69837462290162,,No,0.0,115.80775435038632,High_spent_Large_value_payments,576.8307456496136,Standard,Adult,Medium
0,0,January,Jennifer Ablans,16,0,Doctor,10352.745,861.7287500000001,3,5,6,7,"Personal Loan, Mortgage Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",27,17,15.99,6,Standard,343.41,35.87601682476293,,Yes,36.62937697922437,30.773635466397085,Low_spent_Small_value_payments,308.76986255437856,Standard,Young,Medium
0,0,January,Horowitzq,34,0,Mechanic,50811.27,0.0,6,4,20,3,"Home Equity Loan, Student Loan, and Credit-Builder Loan",18,15,8.01,5,_,1274.59,27.20809798498064,,NM,107.32946356018452,86.26076834295743,High_spent_Medium_value_payments,495.13701809685807,Poor,Adult,Low
0,0,January,John McCrankq,27,0,Scientist,59448.04,4870.003333333333,9,7,23,6,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",35,23,9.05,6,Bad,3825.82,28.41107635885412,,Yes,183.8344311212373,273.57804084035666,High_spent_Small_value_payments,289.58786137173934,Poor,Adult,Low
0,0,January,Melissaj,47,0,Doctor,18549.28,1698.773333333333,4,4,6,0,0,13,3,3.22,0,Good,1247.3,32.96166360431199,,NM,62989.0,98.89260911711392,Low_spent_Large_value_payments,340.98472421621943,Good,Middle-Aged,Good
0,0,January,Choe,49,0,Teacher,134810.13,10998.1775,5,7,6,2,"Payday Loan, and Auto Loan",1,3,10.54,4,Good,744.97,29.879622691259488,,No,199.8420984910315,806.8608461093664,Low_spent_Medium_value_payments,373.1148053996019,Standard,Middle-Aged,Medium
0,0,January,Bena,27,0,Writer,162550.32,13731.86,0,5,11,1,Student Loan,13,8,0.68,0,Good,789.13,36.52839119993455,,No,76.18230460622334,146.02675961145798,High_spent_Medium_value_payments,1400.9769357823188,Good,Adult,Good
0,0,January,Henryu,20,0,Accountant,102596.63999999998,8718.72,4,5,8,0,0,24,2,5.61,1,_,,41.49850224228871,,No,0.0,211.71256656967265,High_spent_Large_value_payments,900.1594334303273,Standard,Young,Medium
0,0,April,Frankc,31,0,Manager,14884.465,1538.3720833333334,8,5,1,563,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",25,16,6.79,4,_,1122.86,35.144891084974475,,No,37.78683849202279,55.58661181631889,Low_spent_Medium_value_payments,340.4637580249917,Poor,Adult,Low
0,0,January,Brs,39,0,Architect,31732.61,2899.3841666666667,4,4,1,4,"Personal Loan, Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",30,10,3.37,3,Good,1404.06,39.929140498863845,,No,100.91540773686334,39.35478892839464,!@9#%8,399.6682200014087,Poor,Middle-Aged,Low
0,0,January,Wolde Katel,46,0,Lawyer,50847.22,4156.268333333333,3,6,17,1,Credit-Builder Loan,2,18,6.4,0,_,486.71,28.16592178672788,,Yes,23.78387812950614,146.25259412398304,Low_spent_Medium_value_payments,525.5903610798441,Standard,Middle-Aged,Medium
0,0,January,Tim Gaynorq,33,0,Doctor,9349.475,772.1229166666667,6,6,19,9,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",41,18,24.98,9,Bad,4833.08,23.68663313427336,,Yes,52.06513502387013,35.73150544712068,Low_spent_Large_value_payments,259.4156511956759,Standard,Adult,Medium
0,0,January,Andream,43,0,Teacher,135115.44,11444.62,4,6,18,2,"Student Loan, and Student Loan",21,9,-3.58,0,Standard,269.46,35.744434138613755,,Yes,204.61822358773935,,High_spent_Large_value_payments,886.2938642273849,Standard,Middle-Aged,Medium
0,0,January,Andreasm,34,0,Lawyer,66169.56,5799.13,8,6,12,3,"Payday Loan, Debt Consolidation Loan, and Not Specified",15,14,10.6,7,_,198.53,31.52048941119468,,Yes,126.78946147758992,127.9396927730949,High_spent_Medium_value_payments,575.1838457493153,Standard,Adult,Medium
0,0,January,McCooll,43,0,_______,56760.51,4999.0425,6,5,19,9,"Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Not Specified",43,24,25.7,11,Bad,4701.09,34.60750804518065,,NM,401.1213841078491,72.2954805840871,High_spent_Medium_value_payments,276.48738530806384,Poor,Middle-Aged,Low
0,0,January,Elvina Nawagunaq,32,0,Architect,108223.62,8775.635,5,6,7,0,"Not Specified, and Not Specified",9,13,11.53,3,_,977.19,34.30884370986728,,Yes,127.92921351189594,1134.7359400830358,Low_spent_Small_value_payments,0.0,Standard,Adult,Medium
0,0,January,Sarah N.h,31,0,Manager,53098.47,4197.8725,9,7,24,8,"Payday Loan, Student Loan, Auto Loan, Mortgage Loan, Auto Loan, Payday Loan, Mortgage Loan, and Payday Loan",47,19,10.47,11,Bad,3403.23,27.42572762882507,,Yes,270.20261963447814,51.26053519606893,!@9#%8,338.3240951694532,Poor,Adult,Low
0,0,January,Henry Foye,54,0,Musician,17853.5,1226.7916666666667,5,4,12,2,"Credit-Builder Loan, and Not Specified",14,10,1.95,2,_,990.35,36.4867732316898,,NM,18.02270352826745,87.85641268396513,Low_spent_Small_value_payments,306.80005045443414,Good,Senior,Good
0,0,January,Johns,19,0,Accountant,16813.54,1101.128333333333,8,10,33,0,"Not Specified, Payday Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",15,19,11.19,12,Bad,3520.79,32.13503693372646,,NM,92.94111494302722,52.0155821038928,Low_spent_Small_value_payments,255.15613628641336,Poor,Young,Low
0,0,January,Malathi Nayakw,43,0,Architect,68665.76,5619.1466666666665,7,6,73,7,"Mortgage Loan, Student Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",6,20,7.05,8,Standard,420.02,38.63061576221344,,Yes,329.66606191159576,315.9726071430196,Low_spent_Medium_value_payments,196.27599761205136,Standard,Middle-Aged,Medium
0,0,January,Dena Aubing,20,0,Developer,22500.52,1770.043333333333,5,3,19,5,"Payday Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",19,16,16.61,7,Standard,864.7,34.665935103498704,,Yes,65.0210261192878,174.44912647746347,Low_spent_Small_value_payments,227.5341807365821,Standard,Young,Medium
0,0,January,Valetkevitchu,42,0,Developer,15305.46,1230.455,0,7,2,2,"Student Loan, and Home Equity Loan",15,2,3.9499999999999993,0,_,642.42,37.76381084697925,,No,20.301653868439384,132.30987394301877,Low_spent_Small_value_payments,260.4339721885418,Standard,Middle-Aged,Medium
0,0,February,Masond,14,0,Engineer,15544.47,1030.3725,8,5,32,5,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",34,23,25.11,8,Bad,2909.71,30.88178095763308,,Yes,35.256798302336925,129.7135338825896,!@9#%8,228.0669178150735,Standard,Young,Medium
0,0,January,Suzanneb,50,0,Media_Manager,99089.52,8309.46,5,1,9,-100,Personal Loan,0,1,8.66,2,Good,338.95,29.17466092155924,0.0,NM,57.16122949174202,670.0521235805043,Low_spent_Medium_value_payments,383.7326469277537,Good,Middle-Aged,Good
0,0,January,Suzanneh,22,0,Media_Manager,9307.24,0.0,4,3,15,3,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",21,0,5.779999999999999,5,_,486.05,32.39622857948391,,Yes,20.88719603105331,,Low_spent_Small_value_payments,259.0623705877903,Standard,Young,Medium
